9.0 -5 0
9.25 -4.75 0
9.25 -3.75 0
9 -3.5 0
9 -2.5 0
9.25 -2.25 0
9.25 -1.25 0
9 -1 0							
9 1 0
9.25 1.25 0
9.25 2.25 0
9 2.5 0
9 3.5 0
9.25 3.75 0
9.25 4.75 0
9.0 5 0
